Probe Set ID	SL2_1_Exp	SL2_2_Exp	Clone8_1_Exp	Clone8_2_Exp	SL2_1_Call	SL2_2_Call	Clone8_1_Call	Clone8_2_Call
1623538_at	11.8	2.3	8.1	2.3	A	A	A	A
1637157_at	18.6	1.4	2.7	2.1	A	A	A	A
1627879_at	9	26.3	2.6	1.5	A	A	A	A
1625180_at	42.6	23.9	59.4	12.4	A	A	P	A
1625448_at	2.8	2.9	26	2.7	A	A	A	A
1628698_at	34.6	7.2	10.4	3	A	A	A	A
1627690_at	29.8	10.2	7	13.7	A	A	A	A
1629213_at	39.2	2.2	13.7	7.2	A	A	A	A
1624446_at	4.3	14.1	2.2	3.8	A	A	A	A
1624317_at	88.3	52.4	79.7	27.9	P	P	P	P
1636969_at	3.6	1.8	2.3	8.9	A	A	A	A
1627440_at	8.2	3.7	42.9	11.1	A	A	A	A
1640973_at	7.7	1.7	11.1	5.7	A	A	A	A
1625506_at	56.7	58.8	43	22.8	A	A	A	A
1636562_at	31.3	20.9	26.7	3.7	A	A	A	A
1638655_at	22.3	6.2	17.5	3.5	A	A	A	A
1623534_at	162.4	83.7	119.3	47.1	P	P	P	P
1630491_at	178.8	91.3	94.6	37.6	P	P	A	A
1640839_at	11.2	35.2	10.3	22.3	A	A	A	A
1626017_at	56.4	31.9	36.6	32.8	P	A	P	P
1636700_at	3.6	1.6	5.2	1.8	A	A	A	A
1629555_at	42	8.4	24.9	5	A	A	A	A
1629126_at	19.1	6.5	40.5	13.9	A	A	A	A
1633898_at	1.9	1.7	1.5	0.8	A	A	A	A
1631201_at	38.5	21.6	16.8	5.5	A	A	A	A
1637025_at	10	3.5	3.7	0.9	A	A	A	A
1623162_at	70.8	34.7	72.5	2.9	M	A	M	A
1628244_at	9.4	10.6	8.1	5.3	A	A	A	A
1623067_at	13.6	40.5	11.1	6.9	A	A	A	A
1637152_at	27.4	10.3	38.9	17.8	A	A	A	A
1641061_at	17.1	30.1	17.1	33.8	A	A	A	A
1631793_at	11.9	4.3	6	5.4	A	A	A	A
1636017_at	10.3	24.6	48.4	25.9	A	A	A	A
1639964_at	2.5	7	6.1	2.1	A	A	A	A
1636018_at	63	43.2	40.9	33.5	A	A	A	A
1634832_at	21.9	20.2	30.5	22.5	A	A	A	A
1632201_at	4.5	5.3	7.1	4.4	A	A	A	A
1623198_at	13.1	2.8	11.1	1.2	A	A	A	A
1637021_at	3.6	4.5	4.1	13.3	A	A	A	A
1632122_at	17	29.6	22.7	4.5	A	A	A	A
1636524_at	24	42.7	20.1	21.1	A	A	A	A
1626244_at	3.4	1.4	4.4	2	A	A	A	A
1623593_at	12.7	3.2	9	19	A	A	A	A
1637656_at	93.4	40.6	60	11.1	A	A	A	A
1637836_at	9.5	7.7	11.3	2.3	A	A	A	A
1638467_at	6.6	7.3	3.8	1.8	A	A	A	A
1641354_at	17.9	25	11.8	12.4	A	P	A	A
1631014_at	239	98.9	113.6	39.3	M	M	A	P
1626587_s_at	20.8	9.3	11.6	8.8	A	A	A	A
1638976_at	11.8	1.3	10.6	5	A	A	A	A
1635193_at	48.8	27.2	71.1	20.5	A	A	A	A
1630059_at	3.7	22.3	4.9	1.1	A	A	A	A
1633130_at	26.2	19.7	44.1	21.5	A	A	A	A
1626450_at	0.4	1	0.5	1.1	A	A	A	A
1639674_s_at	108	43.8	59.4	33.6	P	P	A	P
1625993_at	10.9	38.2	11	5.1	A	A	A	A
1635059_at	3.9	2.1	2.1	5.6	A	A	A	A
1639664_at	29	26.4	6	9	A	A	A	A
1639861_at	8.8	11.8	17.4	2.4	A	A	A	A
1625479_at	12.9	2.3	7.4	5.2	A	A	A	A
1630518_at	4.9	2.9	2.4	23	A	A	A	A
1626541_at	36.1	25.3	38.9	19.8	A	A	A	A
1635094_at	5.2	26.3	16.6	14.2	A	A	A	P
1624813_s_at	528.9	470.8	411.1	268.9	P	P	P	P
1633996_at	21.6	8.6	30.4	18.7	A	A	A	A
1639053_at	3.2	3.8	3	1.6	A	A	A	A
1640517_at	24.4	16.2	6	2.4	A	A	A	A
1639284_at	14.2	24	29.3	3.5	A	A	A	A
1626091_at	91.3	26.4	57.8	17.3	A	A	A	A
1639942_at	4.8	3.5	10.2	1.7	A	A	A	A
1623751_at	22.9	20.8	38.5	12.9	A	P	A	M
1636069_at	51.4	29.1	74	17	A	A	A	A
1641405_at	39.2	25.8	53.8	21.9	A	A	P	A
1641577_at	13.8	29.8	9.1	19.1	A	A	A	A
1633831_at	11.5	9.5	27.5	5	A	A	A	A
1637256_at	2529.2	2731	1001.2	572.7	P	P	P	P
1626141_at	36.6	29.7	8.4	24	A	M	A	A
1633223_at	32	5.9	5.1	8.3	A	A	A	A
1628936_at	15	2.9	1.9	3.2	A	A	A	A
1639880_at	108.2	18.5	43.8	10.1	P	A	A	A
1626525_at	14.9	23.5	24.5	2	A	A	A	A
1626634_at	55.5	32.8	53.2	10.8	A	A	A	A
1622910_at	72.6	30.9	61.2	24	A	A	A	A
1641656_at	78.4	58.1	91.4	42.8	M	M	P	P
1640769_at	4.1	3.3	4.1	1.4	A	A	A	A
1637885_at	25.9	1.7	29	3.9	A	A	A	A
1638646_at	24.3	18.9	12.8	16.1	A	A	A	A
1634803_at	5.1	7.9	17.6	6.4	A	A	A	A
1625308_at	6.1	2.4	4.3	1.9	A	A	A	A
1624382_at	110.6	7.4	86.2	26.5	A	A	A	A
1635440_at	69.1	26.1	53.5	11.9	P	P	P	P
1633270_at	169.6	126	249.6	200.2	A	A	P	P
1629190_at	63.3	26.1	46.4	22.4	A	A	A	P
1628098_at	99.7	41.8	86.1	38.2	A	A	A	A
1631811_at	26.7	5.8	7.9	9.7	A	A	A	A
1624026_at	42.1	14.2	38.8	17.3	A	A	A	A
1624716_at	19.9	1.7	2.2	1	A	A	A	A
1635478_at	20.1	28.3	113	39.6	A	A	P	A
1633608_at	58.4	42.9	21.3	6.6	A	A	A	A
1632363_at	20.5	15.7	40.7	4.4	A	A	A	A
1636586_at	114.6	48.7	76.5	30.8	P	P	P	P
1628408_at	87.9	75.5	3.7	2	P	P	A	A
1625355_at	12.4	12.1	25.7	5.2	A	A	M	A
1636529_at	20.9	12.6	8	12.6	A	A	A	A
1623579_at	4.2	18.3	8.7	11.8	A	A	A	A
1632738_at	28.8	13	36.8	3.7	A	A	A	A
1634602_at	6.7	6.5	5.1	2.3	A	A	A	A
1624005_at	30.8	3.3	10.3	18.4	A	A	A	A
1638971_at	18.5	19.8	26.1	2.9	A	A	A	A
1623075_at	8.3	0.7	2.3	5.5	A	A	A	A
1626548_s_at	2.7	2.2	3	1.9	A	A	A	A
1636479_at	3.7	2.1	2.7	9.4	A	A	A	A
1637019_at	42.4	6.2	36.1	4	A	A	A	A
1626920_at	18.6	2.3	21.9	0.9	A	A	A	A
1625507_at	9.8	18.6	5.1	9.6	A	A	A	A
1634476_at	32.9	25.2	23.8	2.1	A	A	A	A
1634751_at	65.6	21	5.7	1.5	A	A	A	A
1633397_at	19.7	5	18.4	3.2	A	A	A	A
1633668_at	56.6	9.2	9.8	6.3	A	A	A	A
1632268_at	9.2	2.5	6.9	1.6	A	A	A	A
1630828_at	12.7	15.3	6	1.8	A	A	A	A
1628022_at	154.4	106.2	130.9	29.8	M	M	A	A
1637699_at	55.6	38.8	10.7	6.7	A	A	A	A
1634459_at	107.8	49.4	74.2	39.1	P	P	P	P
1627296_at	94.3	45.6	91.6	38.6	P	A	M	A
1636155_at	3.8	4.1	2.7	2	A	A	A	A
1640029_s_at	12.9	1.5	18.4	2.2	A	A	A	A
1626784_at	11.4	3.7	7.3	1.7	A	A	A	A
1633014_at	10.7	1.9	3.2	3.9	A	A	A	A
1640234_at	8.8	8.5	24.4	15.3	A	A	A	A
1630183_at	4.9	7.4	9.9	15.3	A	A	A	A
1623099_at	36.5	22.7	35.4	3.6	A	A	A	A
1626134_s_at	15.8	11.5	24.7	24	A	A	A	A
1640688_at	20.5	10	20	3.3	A	A	A	A
1641165_s_at	30.3	30.5	26.9	24.1	A	A	A	A
1636819_at	9.5	7.9	9.3	10.5	A	A	A	A
1634089_at	97.5	21.2	17.7	16.6	A	A	A	A
1634367_at	35.4	59.2	67.1	30.3	A	A	M	M
1631647_at	52.9	14.9	79.7	27.4	A	A	A	A
1640414_at	15.2	18.7	7.8	8	A	A	A	A
1630382_at	6	2.6	3	2.6	A	A	A	A
1631189_s_at	35	2.9	39.7	3.6	A	A	A	A
1627610_at	5.7	31.4	5.4	1.5	A	A	A	A
1632553_at	38.9	33.4	41.1	43.1	A	A	P	M
1624455_at	23.7	17.1	17.4	12.2	A	A	A	A
1633628_at	137	46	30.5	9.2	A	A	A	A
1626428_s_at	1.6	1.7	1.6	3.4	A	A	A	A
1637026_at	33.2	24.7	42.9	22.8	A	A	A	A
1626926_at	8.7	6.8	8.1	2.7	A	A	A	A
1630189_at	6.2	3.4	32.5	12.5	A	A	A	A
1637530_at	10.8	16.5	25	2.9	A	A	A	A
1630535_at	36.6	30.1	64.9	2.9	A	A	A	A
1624791_at	19	5.5	5.1	2.6	A	A	A	A
1630125_s_at	3.8	2.7	3.2	3.2	A	A	A	A
1628855_s_at	5.6	6.7	34.8	6.2	A	A	A	A
1626711_at	83.8	25.9	64.5	21.3	P	P	P	P
1624922_at	9.5	4.4	9.1	3	A	A	A	A
1638393_at	86.4	62.7	203	167.9	P	P	P	P
1633892_at	1.3	3.6	6.5	6.6	A	A	A	A
1628073_s_at	4.8	4.3	3.7	1.3	A	A	A	A
1629624_at	10.6	11.6	9.9	3.5	A	A	A	A
1627031_at	5.3	2.1	3.2	2.7	A	A	A	A
1625627_at	22.4	8.7	39	19.2	A	A	A	M
1634793_at	46.7	6.9	52.9	1.5	A	A	A	A
1628819_at	11.6	5.9	13	15.3	A	A	A	A
1636230_at	3.2	3.4	2.9	1	A	A	A	A
1623361_at	17.5	16.3	9.2	18.2	A	A	A	M
1625357_at	9.5	24.3	5	3.2	A	A	A	A
1624018_at	43.9	39	12.4	3.5	A	A	A	A
1627196_at	2	1.1	1.7	0.6	A	A	A	A
1635159_at	3.9	2.1	3	2.4	A	A	A	A
1627477_at	11.2	3.8	3.7	2.8	A	A	A	A
1639451_at	67.8	36.2	43.2	12.2	A	A	A	A
1641441_s_at	13.9	3.6	16.9	8.7	A	A	A	A
1634160_at	98.3	3.7	68.6	34.6	A	A	A	A
1635823_at	6.1	5.1	10.2	13.3	A	A	A	A
1639012_at	5.3	6.2	5.6	3.9	A	A	A	A
1626954_at	87.6	51.4	51.9	21.6	A	A	A	A
1624089_at	57.5	35.5	81.5	20.1	A	A	A	A
1635859_s_at	33.2	27.4	47.4	3.5	A	A	A	A
1631799_at	4	24.5	9.6	3.4	A	A	A	A
1630435_at	22.3	28.3	14.3	2.8	A	A	P	A
1641658_at	27.4	43.3	30.8	25.9	A	A	A	A
1640994_at	48.4	32.4	47.2	10.5	A	A	A	A
1625304_s_at	37.1	4.1	51.4	1.5	A	A	A	A
1626927_at	4.2	24.5	17.1	16	A	M	A	A
1625726_at	218	52.6	193.7	92.3	P	A	M	M
1626114_at	18.9	10	11.7	11.4	A	A	A	A
1635029_at	40.1	10.7	10	24.2	A	A	A	A
1638089_at	58.3	33.7	30.5	7.4	A	A	A	A
1623973_at	17.1	35.1	11.4	20.1	A	A	A	A
1641453_at	15.3	28.1	27.5	20.1	A	A	A	A
1632035_at	5.6	16.3	4.1	11	A	A	A	A
1632310_at	38.7	24.5	37.9	19.3	A	A	A	A
1632270_s_at	4.4	21.1	33.7	15.1	A	A	A	A
1623477_at	11	3.7	5.1	0.7	A	A	A	A
1632425_at	111.2	43.4	76	34.3	A	A	A	A
1631185_at	8.4	2.5	1.8	3.8	A	A	A	A
1628359_at	4.1	4.2	2.4	2.6	A	A	A	A
1637167_at	81.7	55.4	86.8	34.3	P	M	P	A
1623308_at	59.2	43.3	31.2	5.9	A	A	A	A
1632253_at	28.8	21.9	6.6	17.5	A	A	A	A
1639510_at	47.3	6.4	5.6	5.6	A	A	A	A
1631494_at	63.6	62.2	49.8	37.4	A	P	A	A
1635036_at	26	13.8	33.8	14.8	A	A	A	A
1628439_s_at	36.3	44.5	43.4	4.3	A	A	A	A
1623639_at	48.7	30	21.6	23.4	A	A	A	M
1632585_at	14.1	5.9	10	2.1	A	A	A	A
1641205_at	87.8	11.9	39.5	4.8	A	A	A	A
1641408_at	3008.3	1945.8	1736.1	980.7	P	P	P	P
1634897_at	8.5	10.6	42.2	2.7	A	A	A	A
1632088_at	7.9	85.3	9.8	7.1	A	A	A	A
1626270_s_at	18.3	6.8	36.3	4.5	A	A	A	A
1638180_at	16.4	7.8	14.1	22.9	A	A	A	A
1639899_at	3.5	4.6	2.1	1.1	A	A	A	A
1637088_at	20.8	12.5	8.2	24.8	A	A	A	P
1628549_x_at	76.7	51.7	72	36.3	A	A	A	A
1633236_at	3.9	13.1	20.7	8.8	A	A	A	A
1622986_at	53.4	36.6	38.8	24.9	A	M	A	A
1639726_at	35	10.5	39.1	11.3	A	A	A	P
1629630_at	2.8	6.7	3.5	1.6	A	A	A	A
1638451_at	10.8	5.2	8.5	21.4	A	A	A	A
1626907_at	75.6	67.1	59.4	65.5	A	A	A	A
1635776_at	7.6	3.2	11.1	15.6	A	A	A	A
1640709_s_at	4.9	19.2	2.4	2.9	A	A	A	A
1628765_at	20.7	14.7	2.5	1.1	A	A	A	A
1638234_s_at	4.4	6.1	7.1	17.2	A	A	A	A
1635673_s_at	5.9	3.1	8.5	3.2	A	A	A	A
1625029_s_at	63	38	51.7	30.1	A	A	A	P
1628607_at	63.2	13.8	41.2	18.7	A	A	A	A
1636417_at	4.1	3	7.2	8	A	A	A	A
1635105_at	185.1	91.4	143.8	66.2	P	P	P	P
1633943_at	47.2	20	54.8	5.1	A	A	M	A
1637102_at	9.7	18.1	9	13.4	A	A	A	A
1639470_at	11.7	2.5	4.4	3	A	A	A	A
1629376_at	27.6	19.4	3.7	5.7	A	A	A	A
1628239_at	37.1	45.2	55.4	8.1	A	A	A	A
1631667_at	18.6	34.9	21.9	10.5	A	A	A	A
1637591_at	33	20	38.8	20.1	A	A	A	A
1627701_at	74.1	70.4	93.5	33.3	A	A	P	A
1637231_s_at	41.5	34.5	7.3	18.8	A	A	A	A
1637083_at	2.6	3.6	2	3.6	A	A	A	A
1637348_at	5.6	5.1	8	3.3	A	A	A	A
1627243_at	69.2	17.1	48.1	28.5	A	A	A	A
1625867_at	18.7	6.1	11	7.1	A	A	A	A
1633587_at	43.9	13	6.3	3.5	A	A	A	A
1637949_at	52.5	43	42.5	11.9	A	A	A	A
1637115_at	28.5	80.2	26	62	A	A	A	A
1625534_at	22.9	8.5	14.1	5.8	A	A	A	A
1641594_at	1.4	4.1	2.1	0.6	A	A	A	A
1641007_s_at	52.7	42.3	81.7	17.4	A	A	M	A
1631643_at	176.4	167.4	139.8	89.5	P	P	P	P
1640413_at	25.6	9	8.6	23.7	A	A	A	A
1624651_at	24.9	4.9	26.1	13.8	A	A	A	A
1627965_s_at	8.6	7.9	9.3	17.2	A	A	A	A
1626681_s_at	61.3	6.8	63	32.2	A	A	A	A
1623435_at	18.3	9.3	20.4	5.7	A	A	A	A
1632386_at	64	52.9	32.9	30.2	P	A	A	P
1638909_at	24	6.2	11.3	6.4	A	A	A	A
1627358_at	60.3	38.1	34.4	36.4	P	P	P	P
1630548_at	5.7	4.5	5.3	14.1	A	A	A	A
1629177_at	74	38.7	38.8	25.5	A	A	A	A
1637976_at	23.4	4.2	5.8	17.4	A	A	A	A
1635244_at	14.8	36.3	25.8	1.4	A	A	A	A
1639352_s_at	6.1	12.6	4.1	8.2	A	A	A	A
1637609_at	43.5	50.3	52.3	3.2	A	A	A	A
1631428_s_at	3.3	4.4	5.4	1.8	A	A	A	A
1635179_at	4.8	3	5.5	4	A	A	A	A
1635735_at	10.5	13.3	9.5	12.4	A	A	A	P
1637373_at	10.4	8.5	15.7	19.2	A	A	A	A
1641478_s_at	25	19.1	19.4	7.4	P	A	A	A
1623186_at	46.1	3.3	27.8	3.1	A	A	A	A
1637891_at	5.7	15.4	10.4	12.7	A	A	A	A
1630902_at	5.5	4.5	2.7	4.2	A	A	A	A
1629483_at	7	3.7	1.9	1.2	A	A	A	A
1630074_at	3	1	2.6	5.8	A	A	A	A
1628346_at	43.6	20.3	64.8	23.3	P	A	P	A
1625504_at	51.3	17.5	32.3	3.6	A	A	M	A
1637436_at	23.3	22	20.5	11.1	A	A	A	A
1639601_s_at	68.7	3.2	29	2.7	A	A	A	A
1633395_at	9.8	2.7	5.2	6.5	A	A	A	A
1623114_at	9.4	9.6	8.7	4.5	A	A	A	A
1632265_at	13.9	12.8	14.8	2.5	A	A	A	A
1630826_at	3.2	4.9	2.2	1.1	A	A	A	A
1636481_s_at	9	21.1	7.1	6.3	A	A	A	A
1624615_at	2.3	11.4	11.3	3.9	A	A	A	A
1633590_at	7.6	2.8	16.3	1.4	A	A	A	A
1623511_at	17.8	19.7	22.9	25	A	A	A	A
1632468_at	5.9	9.1	5.8	2	A	A	A	A
1641090_at	6.2	30.5	10.7	33.7	A	A	A	A
1623941_at	84.4	42.2	105.5	26.9	P	A	P	P
1631341_at	6	6.7	18.9	17	A	A	A	P
1640136_at	5	9.1	20.7	1	A	A	A	A
1628606_at	21.4	11.1	10.7	8	A	P	A	A
1637427_at	26.4	14.9	50.2	23.4	A	A	M	A
1634938_s_at	83	43.9	79.8	21.7	M	A	A	A
1629052_at	167.7	100.8	130.1	8.5	A	A	A	A
1624754_at	45.1	2	16.7	14.4	M	A	A	A
1639226_at	13.2	32.8	42.7	2.8	A	A	A	A
1626474_at	6.1	25.4	36.2	13.2	A	A	A	A
1636188_at	8	9	36.9	16.8	A	A	A	A
1632909_at	33.7	16.4	26.5	17.5	A	A	A	A
1626063_at	92.8	42.7	58	32.5	P	A	M	A
1638357_at	33	7.6	5.7	5.6	A	A	A	A
1639541_at	38.8	2	15.4	7.7	A	A	A	A
1625501_at	22.1	12.5	24.4	6.2	A	A	A	A
1634473_at	67.6	50.9	40.2	17.2	A	A	A	A
1630751_at	2.7	4.8	2.5	2.6	A	A	A	A
1635164_s_at	43.7	3.1	24	8.5	A	A	A	A
1633258_at	45.3	9.7	44.8	3.7	A	A	A	A
1624066_at	32.8	23.3	21	9.3	A	A	A	A
1633028_at	42.8	11.7	37.4	2.1	M	A	M	A
1641641_at	159.6	56	118.1	69.4	P	P	P	P
1635899_s_at	1.7	18.9	1.3	3.4	A	A	A	A
1640387_at	7.7	5.5	8.5	4.6	A	A	A	A
1630349_at	40.1	27.9	24.4	17.4	A	A	A	A
1626487_at	76.6	49.4	29.7	14.4	A	M	A	A
1639921_at	25.2	24.5	39.3	14.1	A	A	P	M
1629800_at	24.1	42.3	40.2	13.9	A	A	A	A
1633071_at	49.4	43	23.7	33.3	A	A	A	P
1638307_s_at	14.5	3.9	11.1	5.6	A	A	A	A
1633722_at	69.3	33.5	65.3	27.7	A	A	A	P
1623457_at	5.4	6	8	4.6	A	A	A	A
1630898_at	5.1	3.2	3.3	1.9	A	A	A	A
1628273_at	10.8	22.6	8.2	2	A	A	A	A
1638698_at	11.7	4.1	7.5	4.1	A	A	A	A
1630586_at	22.5	53.4	53.5	8.6	A	A	A	A
1632382_at	4.2	11.3	4.7	25.1	A	A	A	A
1629457_at	106.6	53.6	72.3	56.4	A	A	A	A
1626686_at	60.7	64.7	40.2	8.6	A	A	A	A
1629818_at	9.4	10.1	12.5	7.4	A	A	A	A
1638632_at	10.1	11.2	13.2	29.3	A	A	A	A
1628520_at	4.7	3.2	2.9	1.5	A	A	A	A
1637337_at	10.8	2.5	8.8	3.1	A	A	A	A
1626510_at	13.7	7.6	12.9	9.8	A	A	A	A
1638488_at	61.2	31.7	42.6	11.8	A	A	A	A
1633339_at	57.4	4.6	27	10.8	A	A	A	A
1623071_at	7.2	8.6	3.3	11.8	A	A	A	A
1631967_at	48.9	11.4	26.8	18.1	A	A	A	A
1635146_at	15.1	4.2	3	6.4	A	A	A	A
1624920_at	43.9	33.6	10.8	19.8	A	A	A	A
1632426_at	27.8	4	26.5	20.9	A	A	A	A
1638266_at	32.4	49	37.5	4.3	A	A	A	A
1623982_s_at	13.1	12.4	38.8	22.5	A	A	A	A
1639261_at	2.7	6.3	7.1	3.1	A	A	A	A
1632354_at	10.4	2.2	3.3	1.1	A	A	A	A
1632555_s_at	5.4	3.8	4.7	5.1	A	A	A	A
1626658_at	46.4	8.2	52.4	3.2	A	A	A	A
1640420_at	6.7	6.6	8	7	A	A	A	A
1638168_at	45.2	44.8	48.7	3.2	A	P	A	A
1640328_at	11.2	11.7	19.1	40.1	A	A	A	A
1637563_at	12.3	5	3.4	9.1	A	A	A	A
1622954_at	5.2	31.6	16.4	32.4	A	A	A	A
1623215_at	9.5	5.2	3.8	2.8	A	A	A	A
1632173_at	19.1	3.3	10.8	2.7	A	A	A	A
1636438_s_at	5.5	29	9.3	34.3	A	A	A	A
1629329_at	13.2	8.1	15.9	0.7	A	A	A	A
1641139_at	3.8	2.5	3.7	2.6	A	A	A	A
1628253_at	3.8	15.8	6.2	2.5	A	A	A	A
1635297_at	163	79.3	120.3	22.6	P	P	P	M
1623630_at	52.1	46.9	42.1	20.4	A	A	A	A
1636083_at	4.7	3.5	6.3	3.8	A	A	A	A
1636462_at	12.3	5.9	8.3	3.3	A	A	A	A
1633902_at	5.7	4.5	4.7	1.1	A	A	A	A
1623667_at	2.5	17.3	3	3	A	A	A	A
1628464_s_at	3.8	4.1	9.4	4.3	A	A	A	A
1626950_at	31.3	4.7	15.6	10.1	A	A	A	A
1625539_at	19.6	2	8.6	3.9	A	A	A	A
1631482_s_at	7.3	1.7	2.1	5.3	A	A	A	A
1639065_at	5.9	10.9	47.7	4.9	A	A	A	A
1628988_at	3	3.9	56.5	42.2	A	A	A	P
1624999_s_at	5	4.4	50.2	49.4	A	A	A	A
1630508_at	5	2.1	4.7	3.1	A	A	A	A
1623417_at	13.4	2.8	22.6	3.8	A	A	A	A
1634326_at	55.1	31.4	16.8	20.3	A	A	A	A
1633569_s_at	177.3	62.7	172.5	10.5	P	A	M	A
1641574_at	15.2	20.4	14.1	3.2	A	A	A	A
1640254_at	7.8	7.9	3.4	2.6	A	A	A	A
1630211_at	67	24.6	55.7	15.5	A	A	A	A
1633469_at	90.2	11.4	28.1	28.2	A	A	A	A
1635320_s_at	16.2	16.6	23.4	2.1	A	A	A	A
1632156_at	17.2	6.7	8.3	3.5	A	A	A	A
1629249_at	19.5	12.7	23.3	1.3	A	A	A	A
1638058_at	48.8	56.3	40.8	2.6	A	P	A	A
1623999_at	2.1	6.6	2.2	7.9	A	A	A	A
1634322_at	4	16.7	11.7	3.7	A	A	A	A
1634618_at	1	1.3	1.2	1	A	A	A	A
1641528_at	19.3	14.6	14.6	7.2	A	M	A	A
1625832_at	5.8	13.7	4.3	14.4	A	A	A	A
1634790_at	11.8	4.6	12.4	7.5	A	A	A	A
1639137_at	3.4	5.9	7.7	3.4	A	A	A	A
1629075_at	5.9	6.1	52.5	10.3	A	A	A	A
1635533_s_at	8.8	6.3	3	0.6	A	A	A	A
1630869_at	17.9	36.9	81.2	8	A	A	A	A
1629454_at	25.6	9	58.3	17.2	A	A	A	A
1637908_at	7.4	4.6	3.4	21.3	A	A	A	A
1636584_at	37.9	14.9	19.4	11	A	A	A	A
1626459_at	2.8	22.7	6.4	1.9	A	A	A	A
1635350_at	10.4	26.2	22.5	30.4	A	A	A	A
1623671_at	33	23.1	19.5	17.4	A	A	A	A
1626870_at	4.4	5.4	3.7	2.9	A	A	A	A
1629929_at	1.3	19.1	2	14.9	A	A	A	A
1631623_at	8.2	66.4	6	14.1	A	A	A	A
1636159_at	65.6	48.9	84.1	11.5	A	A	A	A
1635048_at	48.1	56.5	38.4	27.3	A	P	M	A
1624281_at	69.8	10.2	23.5	7.3	A	A	A	A
1627098_s_at	6.7	8	4.9	6.2	A	A	A	A
1632208_at	47.3	27	57.1	20.6	A	A	P	A
1638015_at	339.2	353	19.3	1.9	P	P	A	A
1624657_at	28.3	7.3	47	1.4	A	A	A	A
1637927_at	6.5	6.1	6.7	8.5	A	A	A	A
1623303_at	63.6	33.2	39.6	29.7	A	A	A	A
1639854_at	40.4	11.9	20.8	1.3	A	A	A	A
1629734_at	19.8	44.4	47	11.2	A	A	A	A
1626951_at	4.1	6	40	8.1	A	A	A	A
1627205_at	6.5	29.7	2.3	11.1	A	A	A	A
1636060_at	9.3	7.4	2.7	1.3	A	A	A	A
1636655_s_at	150.2	60.8	108.5	78	A	A	A	A
1633620_at	189.4	95.5	124.3	55.1	A	M	A	M
1640936_s_at	1.6	2.8	3.5	1	A	A	A	A
1639675_at	67.6	7.3	14.5	29.1	A	A	A	A
1629580_at	6	13.6	8.9	8.5	A	A	A	A
1638524_s_at	101.1	8.4	44.6	29	A	A	A	A
1637239_s_at	11.1	33.2	108.8	50.4	A	A	A	A
1628897_at	8.3	3.6	8.4	16.5	A	A	A	A
1639300_at	38.9	31.6	35.4	18	A	A	A	A
1634829_at	8.3	7.6	2.8	1.3	A	A	A	A
1625241_at	6.9	1	21	6.1	A	A	A	A
1631241_at	81.3	57.2	18.7	6.2	A	A	A	A
1629783_s_at	10.4	44.7	24.3	12.2	A	A	A	A
1640116_at	49.8	34.5	51.6	8.5	A	A	A	A
1633219_at	55.1	35.8	49.5	18.3	A	A	A	A
1639649_s_at	8.8	9.2	8.7	4.5	A	A	A	A
1635262_at	6.1	2.1	4.7	3.2	A	A	A	A
1625028_at	2	1.6	1.8	1	A	A	A	A
1626189_s_at	5	22.3	5.9	5.7	A	A	A	A
1628826_at	174.2	215.3	60.9	54	P	P	P	M
1640745_at	39.2	28.5	6.3	9.1	A	A	A	A
1630604_s_at	1.4	4.5	0.9	0.6	A	A	A	A
1639708_at	2.1	1.9	2	3.3	A	A	A	A
1625455_at	14.4	45.4	79	75.9	A	P	A	P
1630915_at	16	12.1	25.5	24.5	A	A	A	A
1639680_at	35.7	1.3	13.3	1.6	A	A	A	A
1629583_at	14.2	2	7.1	0.7	A	A	A	A
1640049_at	63.3	43.4	102.7	35.5	A	A	A	A
1635841_at	10.1	6.1	8.1	9.6	A	A	A	A
1638941_at	53.2	33.8	47.1	25.1	A	A	A	A
1628860_at	10.7	4.1	17.7	3.1	A	A	A	A
1627475_at	9.4	4.1	3.6	7.8	A	A	A	A
1636317_at	2.1	7.9	3.4	6.5	A	A	A	A
1626185_at	35.5	35.2	38.2	16.7	A	P	A	A
1627137_at	6.5	4.3	5.6	5.4	A	A	A	A
1624500_at	3.2	6.4	10.5	5	A	A	A	A
1631938_at	101.8	77.5	94.5	35.8	A	M	A	A
1636624_at	20.6	6	12.2	39.4	A	A	A	A
1638271_at	2	7.7	14.3	11	A	A	A	A
1639820_s_at	8.6	1.8	1.3	1.9	A	A	A	A
1635612_at	150.1	47.4	139.4	24.1	A	A	A	A
1625368_at	17.7	2.1	7.5	12.4	A	A	A	A
1623454_at	9.9	2.3	4.3	0.9	A	A	A	A
1634046_at	36	13.8	70.8	25	A	A	A	A
1631162_at	76.5	63.6	57	19.9	A	A	A	A
1627095_at	4.3	4	3.2	4.2	A	A	A	A
1623705_at	26.6	11.9	3.2	5.8	A	A	A	A
1633985_at	414.3	437.1	558.6	489.2	P	P	P	P
1634974_at	27.7	26.9	57.6	5	A	A	A	A
1624735_at	21.2	2.6	2	3.7	A	A	A	A
1633697_at	3.2	1	1.2	9.8	A	A	A	A
1632300_at	38.1	24.9	24.8	5.7	A	A	A	A
1627531_s_at	27.3	29.4	42	25.1	A	A	A	A
1639260_at	12	12	22.7	4.7	A	A	A	A
1626716_at	5.9	2.6	5.3	1.9	A	A	A	A
1628502_at	151	37.2	84.3	8.6	A	A	A	A
